WORD,OPENER,POL
insincerity,-1,negative
insinuate,-1,negative
insinuating,-1,negative
insinuation,-1,negative
insinuation,-1,negative
insist,1,positive
insistence,1,positive
insistence,1,positive
insistent,1,positive
insistently,1,positive
insociable,-1,negative
isolation,-1,negative
insolence,-1,negative
insolence,-1,negative
insolent,-1,negative
insolently,-1,negative
insolvent,-1,negative
insouciance,-1,negative
inspiration,1,positive
inspirational,1,positive
inspire,1,positive
inspiring,1,positive
inspiring,1,positive
instability,-1,negative
instable,-1,negative
instigate,-1,negative
instigator,-1,negative
instigators,-1,negative
instructive,1,positive
instrumental,1,positive
insubordinate,-1,negative
insubstantial,-1,negative
insubstantially,-1,negative
insufferable,-1,negative
insufferably,-1,negative
insufficiency,-1,negative
insufficient,-1,negative
insufficiently,-1,negative
insular,-1,negative
insult,-1,negative
insult,-1,negative
insulted,-1,negative
insulting,-1,negative
insulting,-1,negative
insultingly,-1,negative
insupportable,-1,negative
insupportably,-1,negative
insurmountable,-1,negative
insurmountably,-1,negative
insurrection,-1,negative
insurrection,-1,negative
intact,1,positive
integral,1,positive
integrity,1,positive
intelligent,1,positive
intelligence,1,positive
intelligible,1,positive
intend,0,neutral
intense,0,neutral
intense,0,neutral
intensive,0,neutral
intensively,0,neutral
intent,0,neutral
intent,0,neutral
intention,0,neutral
intention,0,neutral
intentions,0,neutral
intentions,0,neutral
intents,0,neutral
intents,0,neutral
intercede,1,positive
interest,1,positive
interest,1,positive
interest,1,positive
interested,1,positive
interesting,1,positive
interests,1,positive
interests,1,positive
interfere,-1,negative
interference,-1,negative
interference,-1,negative
intermittent,-1,negative
interrupt,-1,negative
interruption,-1,negative
intimacy,1,positive
intimacy,1,positive
intimate,1,positive
intimate,0,neutral
intimidate,-1,negative
intimidating,-1,negative
intimidatingly,-1,negative
intimidation,-1,negative
intimidation,-1,negative
intolerable,-1,negative
intolerablely,-1,negative
intolerance,-1,negative
intolerance,-1,negative
intolerant,-1,negative
intoxicate,-1,negative
intractable,-1,negative
intransigence,-1,negative
intransigence,-1,negative
intransigent,-1,negative
intricate,1,positive
intrigue,1,positive
intrigue,1,positive
intrigue,0,neutral
intriguing,1,positive
intriguing,1,positive
intriguingly,1,positive
intrude,-1,negative
intrusion,-1,negative
intrusive,-1,negative
intuitive,1,positive
inundate,-1,negative
inundated,-1,negative
invader,-1,negative
invader,-1,negative
invalid,-1,negative
invalidate,-1,negative
invalidity,-1,negative
invaluable,1,positive
invaluablely,1,positive
invasive,-1,negative
invective,-1,negative
inveigle,-1,negative
inventive,1,positive
invidious,-1,negative
invidiously,-1,negative
invidiousness,-1,negative
invigorate,1,positive
invigorating,1,positive
invincibility,1,positive
invincible,1,positive
inviolable,1,positive
inviolate,1,positive
invisible,0,neutral
invulnerable,1,positive
involuntarily,-1,negative
involuntary,-1,negative
irate,-1,negative
irately,-1,negative
ire,-1,negative
irk,-1,negative
irksome,-1,negative
ironic,-1,negative
ironies,-1,negative
ironies,-1,negative
irony,-1,negative
irrational,-1,negative
irrationality,-1,negative
irrationally,-1,negative
irreconcilable,-1,negative
irredeemable,-1,negative
irredeemably,-1,negative
irreformable,-1,negative
irrefutable,1,positive
irrefutably,1,positive
irregardless,0,neutral
irregular,-1,negative
irregularity,-1,negative
irrelevance,-1,negative
irrelevant,-1,negative
irreparable,-1,negative
irreplacible,-1,negative
irrepressible,-1,negative
irreproachable,1,positive
irresistible,1,positive
irresistibly,1,positive
irresolute,-1,negative
irresolvable,-1,negative
irresponsible,-1,negative
irresponsibly,-1,negative
irretrievable,-1,negative
irreverence,-1,negative
irreverent,-1,negative
irreverently,-1,negative
irreversible,-1,negative
irreversible,-1,negative
irritable,-1,negative
irritably,-1,negative
irritant,-1,negative
irritate,-1,negative
irritated,-1,negative
irritating,-1,negative
irritation,-1,negative
irritation,-1,negative
isolate,-1,negative
isolated,-1,negative
isolation,-1,negative
itch,-1,negative
jabber,-1,negative
jaded,-1,negative
jam,-1,negative
jar,-1,negative
jaundiced,-1,negative
jauntily,1,positive
jaunty,1,positive
jealous,-1,negative
jealously,-1,negative
jealousness,-1,negative
jealousy,-1,negative
jeer,-1,negative
jeer,-1,negative
jeering,-1,negative
jeeringly,-1,negative
jeers,-1,negative
jeopardize,-1,negative
jeopardy,-1,negative
jerk,-1,negative
jest,1,positive
jittery,-1,negative
jobless,-1,negative
joke,1,positive
joke,1,positive
joker,-1,negative
jollify,1,positive
jolly,1,positive
jolt,-1,negative
jovial,1,positive
joy,1,positive
joyful,1,positive
joyfully,1,positive
joyless,1,positive
joyous,1,positive
joyously,1,positive
jubilant,1,positive
jubilantly,1,positive
jubilate,1,positive
jubilation,1,positive
jubilation,1,positive
judgement,0,neutral
judgement,0,neutral
judgements,0,neutral
judgements,0,neutral
judicious,1,positive
judgment,0,neutral
judgment,0,neutral
judgments,0,neutral
judgments,0,neutral
jumpy,-1,negative
junk,-1,negative
junky,-1,negative
just,1,positive
just,1,positive
just,1,positive
justice,1,positive
justice,1,positive
justifiable,1,positive
justifiably,1,positive
justification,1,positive
justify,1,positive
justly,1,positive
juvenile,-1,negative
kaput,-1,negative
keen,1,positive
keen,-1,negative
keen,-1,negative
keenly,1,positive
keenness,1,positive
keenness,1,positive
kemp,1,positive
key,0,neutral
kick,-1,negative
kick,-1,negative
kid,1,positive
kill,-1,negative
killer,-1,negative
killer,-1,negative
killjoy,-1,negative
kind,1,positive
kindly,1,positive
kindliness,1,positive
kindness,1,positive
kingmaker,1,positive
kiss,1,positive
kiss,1,positive
knave,-1,negative
knife,-1,negative
knock,-1,negative
knock,-1,negative
knew,0,neutral
know,0,neutral
knowing,0,neutral
knowingly,0,neutral
knowledge,0,neutral
knowledgeable,1,positive
kook,-1,negative
kooky,-1,negative
lack,-1,negative
lack,-1,negative
lackadaisical,-1,negative
lackey,-1,negative
lackeys,-1,negative
lackeys,-1,negative
lacking,-1,negative
lackluster,-1,negative
laconic,-1,negative
lag,-1,negative
lambast,-1,negative
lambaste,-1,negative
lame,-1,negative
lame-duck,-1,negative
lament,-1,negative
lamentable,-1,negative
lamentably,-1,negative
languid,-1,negative
languish,-1,negative
lanky,-1,negative
languor,-1,negative
languorous,-1,negative
languorously,-1,negative
large,0,neutral
large-scale,0,neutral
lapse,-1,negative
large,1,positive
large,1,positive
largely,0,neutral
lark,1,positive
lascivious,-1,negative
last-ditch,-1,negative
last-ditch,-1,negative
lastly,0,neutral
laud,1,positive
laudable,1,positive
laudably,1,positive
laugh,-1,negative
laugh,-1,negative
laughable,-1,negative
laughably,-1,negative
laughingstock,-1,negative
laughter,-1,negative
lavish,1,positive
lavish,1,positive
lavishly,1,positive
law-abiding,1,positive
lawbreaker,-1,negative
lawbreaking,-1,negative
lawful,1,positive
lawfully,1,positive
lawless,-1,negative
lawlessness,-1,negative
lawlessness,-1,negative
lax,-1,negative
lax,-1,negative
lazy,-1,negative
leading,1,positive
leak,-1,negative
leakage,-1,negative
leaky,-1,negative
lean,1,positive
lean,1,positive
learn,0,neutral
learning,1,positive
learned,1,positive
least,-1,negative
lech,-1,negative
lecher,-1,negative
lecher,-1,negative
lecherous,-1,negative
lechery,-1,negative
lecture,-1,negative
lecture,-1,negative
leech,-1,negative
leech,-1,negative
leech,-1,negative
leer,-1,negative
leer,-1,negative
leery,-1,negative
left-leaning,-1,negative
legacy,0,neutral
legacies,0,neutral
legacies,0,neutral
legalistic,0,neutral
legalistic,0,neutral
legendary,1,positive
legitimacy,1,positive
legitimate,1,positive
legitimately,1,positive
lenient,1,positive
leniently,1,positive
less,-1,negative
less-developed,-1,negative
less-expensive,1,positive
lessen,-1,negative
lesser,-1,negative
lesser-known,-1,negative
letch,-1,negative
lethal,-1,negative
lethargic,-1,negative
lethargy,-1,negative
leverage,1,positive
leverage,1,positive
levity,1,positive
lewd,-1,negative
lewdly,-1,negative
lewdness,-1,negative
liable,-1,negative
liability,-1,negative
liability,-1,negative
liar,-1,negative
liar,-1,negative
liars,-1,negative
liars,-1,negative
liberal,1,positive
liberation,1,positive
liberation,1,positive
liberalism,1,positive
liberally,1,positive
liberate,1,positive
liberty,1,positive
licentious,-1,negative
licentiously,-1,negative
licentiousness,-1,negative
lie,-1,negative
lie,-1,negative
lie,-1,negative
lier,-1,negative
lies,-1,negative
lies,-1,negative
life-threatening,-1,negative
lifeblood,1,positive
lifeless,-1,negative
lifelong,1,positive
light,1,positive
light,1,positive
light-hearted,1,positive
lighten,1,positive
likable,1,positive
like,1,positive
likelihood,0,neutral
likelihood,0,neutral
likely,0,neutral
liking,1,positive
likewise,0,neutral
limit,-1,negative
limit,-1,negative
limitation,-1,negative
limited,-1,negative
limitless,0,neutral
limitless,0,neutral
limp,-1,negative
lionhearted,1,positive
listless,-1,negative
literate,1,positive
litigious,-1,negative
little,-1,negative
little-known,-1,negative
live,1,positive
lively,1,positive
livid,-1,negative
lividly,-1,negative
loath,-1,negative
loathe,-1,negative
loathe,-1,negative
loathing,-1,negative
loathly,-1,negative
loathsome,-1,negative
loathsomely,-1,negative
lofty,1,positive
logical,1,positive
lone,-1,negative
lone,-1,negative
loneliness,-1,negative
lonely,-1,negative
lonesome,-1,negative
long,-1,negative
longing,-1,negative
longingly,-1,negative
look,0,neutral
looking,0,neutral
loophole,-1,negative
loopholes,-1,negative
loopholes,-1,negative
loot,-1,negative
lorn,-1,negative
losing,-1,negative
losing,-1,negative
lose,-1,negative
loser,-1,negative
loss,-1,negative
lost,-1,negative
lousy,-1,negative
lovable,1,positive
lovably,1,positive
love,1,positive
love,1,positive
loveless,-1,negative
loveliness,1,positive
lovelorn,-1,negative
lover,1,positive
lovely,1,positive
lovely,1,positive
low,-1,negative
low-cost,1,positive
low-rated,-1,negative
low-risk,1,positive
lower-priced,1,positive
lowly,-1,negative
loyal,1,positive
loyalty,1,positive
loyalty,1,positive
lucid,1,positive
lucidly,1,positive
luck,1,positive
luckier,1,positive
luckier,1,positive
luckiest,1,positive
luckily,1,positive
luckiness,1,positive
lucky,1,positive
lucky,1,positive
lucrative,1,positive
lucrative,1,positive
ludicrous,-1,negative
ludicrously,-1,negative
lugubrious,-1,negative
lukewarm,-1,negative
lull,-1,negative
luminous,1,positive
lunatic,-1,negative
lunatic,-1,negative
lunaticism,-1,negative
lurch,-1,negative
lure,-1,negative
lurid,-1,negative
lurk,-1,negative
lurking,-1,negative
lush,1,positive
lust,0,both
lure,-1,negative
luster,1,positive
lustrous,1,positive
luxuriant,1,positive
luxuriate,1,positive
luxurious,1,positive
luxuriously,1,positive
luxury,1,positive
luxury,1,positive
lying,-1,negative
lyrical,1,positive
macabre,-1,negative
mad,-1,negative
madden,-1,negative
maddening,-1,negative
maddeningly,-1,negative
madder,-1,negative
madder,-1,negative
madly,-1,negative
madman,-1,negative
madness,-1,negative
magic,1,positive
magical,1,positive
magnanimous,1,positive
magnanimously,1,positive
magnetic,1,positive
magnificence,1,positive
magnificent,1,positive
magnificent,1,positive
magnificently,1,positive
magnify,1,positive
majestic,1,positive
majesty,1,positive
major,0,neutral
maladjusted,-1,negative
maladjustment,-1,negative
malady,-1,negative
malaise,-1,negative
malcontent,-1,negative
malcontent,-1,negative
malcontented,-1,negative
maledict,-1,negative
maledict,-1,negative
malevolence,-1,negative
malevolent,-1,negative
malevolently,-1,negative
malice,-1,negative
malicious,-1,negative
maliciously,-1,negative
maliciousness,-1,negative
malign,-1,negative
malign,-1,negative
malignant,-1,negative
malodorous,-1,negative
maltreatment,-1,negative
maltreatment,-1,negative
manageable,1,positive
maneuver,-1,negative
maneuver,-1,negative
mangle,-1,negative
mania,-1,negative
maniac,-1,negative
maniacal,-1,negative
manic,-1,negative
manifest,1,positive
manipulate,-1,negative
manipulation,-1,negative
manipulation,-1,negative
manipulative,-1,negative
manipulators,-1,negative
manipulators,-1,negative
manly,1,positive
mannerly,1,positive
mantra,0,neutral
mantra,0,neutral
mar,-1,negative
mar,-1,negative
marginal,-1,negative
marginally,-1,negative
martyrdom,-1,negative
martyrdom-seeking,-1,negative
marvel,1,positive
marvel,1,positive
marvellous,1,positive
marvelous,1,positive
marvelous,1,positive
marvelously,1,positive
marvelousness,1,positive
marvels,1,positive
massacre,-1,negative
massacre,-1,negative
massacres,-1,negative
massive,0,neutral
master,1,positive
master,1,positive
masterful,1,positive
masterfully,1,positive
masterpiece,1,positive
masterpieces,1,positive
masters,1,positive
masters,1,positive
mastery,1,positive
matchless,1,positive
matter,0,neutral
mature,1,positive
maturely,1,positive
maturity,1,positive
maverick,-1,negative
mawkish,-1,negative
mawkishly,-1,negative
mawkishness,-1,negative
maxi-devaluation,-1,negative
maxi-devaluation,-1,negative
maximize,1,positive
maybe,0,neutral
meager,-1,negative
mean,-1,negative
mean,0,neutral
meaningful,1,positive
meaningless,-1,negative
meanness,-1,negative
meddle,-1,negative
meddlesome,-1,negative
mediocre,-1,negative
mediocrity,-1,negative
meek,1,positive
melancholy,-1,negative
mellow,1,positive
melodramatic,-1,negative
melodramatically,-1,negative
memorable,1,positive
memorialize,1,positive
memories,0,neutral
memories,0,neutral
menace,-1,negative
menace,-1,negative
menacing,-1,negative
menacingly,-1,negative
mend,1,positive
mendacious,-1,negative
mendacity,-1,negative
menial,-1,negative
mentality,0,neutral
mentor,1,positive
merciful,1,positive
mercifully,1,positive
merciless,-1,negative
mercilessly,-1,negative
mercy,1,positive
mercy,1,positive
mere,-1,negative
mere,-1,negative
merely,-1,negative
merit,1,positive
merit,1,positive
meritorious,1,positive
merrily,1,positive
merriment,1,positive
merriness,1,positive
merry,1,positive
mesmerize,1,positive
mesmerizing,1,positive
mesmerizing,1,positive
mesmerizingly,1,positive
mess,-1,negative
mess,-1,negative
messy,-1,negative
metaphorize,0,neutral
meticulous,1,positive
meticulously,1,positive
midget,-1,negative
midget,-1,negative
miff,-1,negative
might,0,neutral
might,1,positive
mightily,1,positive
mighty,1,positive
mild,1,positive
militancy,-1,negative
militancy,-1,negative
mind,-1,negative
mindful,1,positive
mindless,-1,negative
mindlessly,-1,negative
minister,1,positive
minor,0,neutral
miracle,1,positive
miracles,1,positive
miraculous,1,positive
miraculously,1,positive
miraculousness,1,positive
mirage,-1,negative
mirage,-1,negative
mire,-1,negative
mire,-1,negative
mirth,1,positive
misapprehend,-1,negative
misbecoming,-1,negative
misbecome,-1,negative
misbegotten,-1,negative
misbehave,-1,negative
misbehavior,-1,negative
miscalculate,-1,negative
miscalculation,-1,negative
miscalculation,-1,negative
mischief,-1,negative
mischief,-1,negative
mischievous,-1,negative
mischievously,-1,negative
misconception,-1,negative
misconceptions,-1,negative
misconceptions,-1,negative
miscreant,-1,negative
miscreants,-1,negative
misdirection,-1,negative
miser,-1,negative
miserly,-1,negative
miserable,-1,negative
miserableness,-1,negative
miserably,-1,negative
miseries,-1,negative
misery,-1,negative
misery,-1,negative
misfit,-1,negative
misfortune,-1,negative
misgiving,-1,negative
misgivings,-1,negative
misguidance,-1,negative
misguide,-1,negative
misguided,-1,negative
mishandle,-1,negative
mishap,-1,negative
misinform,-1,negative
misinformed,-1,negative
misinterpret,-1,negative
misjudge,-1,negative
misjudgment,-1,negative
mislead,-1,negative
mislead,-1,negative
misleading,-1,negative
misleadingly,-1,negative
mislike,-1,negative
mismanage,-1,negative
misread,-1,negative
misreading,-1,negative
misreading,-1,negative
misrepresent,-1,negative
misrepresentation,-1,negative
miss,-1,negative
misstatement,-1,negative
mistake,-1,negative
mistake,-1,negative
mistaken,-1,negative
mistakenly,-1,negative
mistakes,-1,negative
mistakes,-1,negative
mistrust,-1,negative
mistrust,-1,negative
mistrustful,-1,negative
mistrustfully,-1,negative
misunderstand,-1,negative
misunderstood,-1,negative
misunderstanding,-1,negative
misunderstanding,-1,negative
misunderstanding,-1,negative
misunderstandings,-1,negative
misunderstandings,-1,negative
misuse,-1,negative
mm,0,neutral
moan,-1,negative
mock,-1,negative
mock,-1,negative
mockeries,-1,negative
mockery,-1,negative
mocking,-1,negative
mockingly,-1,negative
moderate,1,positive
moderation,1,positive
moderation,1,positive
modern,1,positive
modest,1,positive
modesty,1,positive
molest,-1,negative
molestation,-1,negative
mollify,1,positive
momentous,1,positive
monotonous,-1,negative
monotony,-1,negative
monster,-1,negative
monstrosities,-1,negative
monstrosity,-1,negative
monstrous,-1,negative
monstrously,-1,negative
monumental,1,positive
monumentally,1,positive
moody,-1,negative
moon,-1,negative
moot,-1,negative
mope,-1,negative
moral,1,positive
moral,1,positive
morality,1,positive
moralize,1,positive
morbid,-1,negative
morbidly,-1,negative
mordant,-1,negative
mordantly,-1,negative
moreover,0,neutral
moribund,-1,negative
mortification,-1,negative
mortified,-1,negative
mortify,-1,negative
mortifying,-1,negative
mortifying,-1,negative
most,0,neutral
mostly,0,neutral
motionless,-1,negative
motivate,1,positive
motivated,1,positive
motivation,1,positive
motivation,1,positive
motive,0,neutral
motive,0,neutral
motley,-1,negative
mourn,-1,negative
mourner,-1,negative
mournful,-1,negative
mournfully,-1,negative
move,0,neutral
moving,1,positive
much,0,neutral
muddle,-1,negative
muddy,-1,negative
mudslinger,-1,negative
mudslinging,-1,negative
mulish,-1,negative
multi-polarization,-1,negative
multi-polarization,-1,negative
mum,0,neutral
mundane,-1,negative
murder,-1,negative
murder,-1,negative
murderous,-1,negative
murderously,-1,negative
murky,-1,negative
muscle-flexing,-1,negative
must,0,neutral
myriad,1,positive
mysterious,-1,negative
mysteriously,-1,negative
mystery,-1,negative
mystify,-1,negative
mistified,-1,negative
myth,-1,negative
myth,-1,negative
nag,-1,negative
nagging,-1,negative
naive,-1,negative
naively,-1,negative
nap,0,neutral
nap,0,neutral
narrow,-1,negative
narrower,-1,negative
narrower,-1,negative
nascent,0,neutral
nastily,-1,negative
nastiness,-1,negative
nasty,-1,negative
nationalism,-1,negative
nationalism,-1,negative
natural,1,positive
naturally,1,positive
nature,0,neutral
nature,0,neutral
naughty,-1,negative
nauseate,-1,negative
nauseating,-1,negative
nauseatingly,-1,negative
navigable,1,positive
neat,1,positive
neatly,1,positive
nebulous,-1,negative
nebulous,-1,negative
nebulously,-1,negative
necessarily,1,positive
necessary,1,positive
need,-1,negative
need,-1,negative
need,0,neutral
needful,0,neutral
needful,0,neutral
needfully,0,neutral
needless,-1,negative
needlessly,-1,negative
needs,0,neutral
needs,0,neutral
needy,-1,negative
nefarious,-1,negative
nefariously,-1,negative
negate,-1,negative
negation,-1,negative
negative,-1,negative
neglect,-1,negative
neglect,-1,negative
neglected,-1,negative
negligent,-1,negative
negligence,-1,negative
negligible,-1,negative
nemesis,-1,negative
nettle,-1,negative
nettlesome,-1,negative
nevertheless,0,neutral
nervous,-1,negative
nervously,-1,negative
nervousness,-1,negative
neurotic,-1,negative
neurotically,-1,negative
neutralize,1,positive
nice,1,positive
nicely,1,positive
nifty,1,positive
niggle,-1,negative
nightmare,-1,negative
nightmarish,-1,negative
nightmarishly,-1,negative
nimble,1,positive
nix,-1,negative
noble,1,positive
nobly,1,positive
noisy,-1,negative
non-confidence,-1,negative
non-confidence,-1,negative
non-violence,1,positive
non-violent,1,positive
nonexistent,-1,negative
nonsense,-1,negative
nonviolent,0,neutral
normal,1,positive
nosey,-1,negative
notable,1,positive
notable,1,positive
notably,1,positive
noteworthy,1,positive
noteworthy,1,positive
noticeable,1,positive
notion,0,neutral
notion,0,neutral
notorious,-1,negative
notoriously,-1,negative
novel,1,positive
nourish,1,positive
nourishing,1,positive
nourishment,1,positive
nuance,0,neutral
nuance,0,neutral
nuances,0,neutral
nuances,0,neutral
nuisance,-1,negative
nuisance,-1,negative
numb,-1,negative
nurture,1,positive
nurturing,1,positive
nurturing,1,positive
oasis,1,positive
obedience,1,positive
obedient,1,positive
obediently,1,positive
obey,1,positive
obese,-1,negative
obese,-1,negative
object,-1,negative
objection,-1,negative
objection,-1,negative
objectionable,-1,negative
objections,-1,negative
objections,-1,negative
objective,1,positive
objectively,1,positive
obligation,0,neutral
obligation,0,neutral
obliged,1,positive
oblique,-1,negative
obliterate,-1,negative
obliterated,-1,negative
oblivious,-1,negative
oblivious,-1,negative
obnoxious,-1,negative
obnoxiously,-1,negative
obscene,-1,negative
obscenely,-1,negative
obscenity,-1,negative
obscure,-1,negative
obscure,-1,negative
obscurity,-1,negative
obsess,-1,negative
obsession,-1,negative
obsessions,-1,negative
obsessive,-1,negative
obsessively,-1,negative
obsessiveness,-1,negative
obsolete,-1,negative
obstacle,-1,negative
obstacle,-1,negative
obstinate,-1,negative
obstinately,-1,negative
obstruct,-1,negative
obstruction,-1,negative
obtrusive,-1,negative
obtuse,-1,negative
obviate,1,positive
obvious,0,neutral
obvious,0,neutral
obvious,0,neutral
obviously,-1,negative
odd,-1,negative
odd,-1,negative
odder,-1,negative
oddest,-1,negative
oddities,-1,negative
oddities,-1,negative
oddity,-1,negative
oddly,-1,negative
offbeat,1,positive
offence,-1,negative
offence,-1,negative
offend,-1,negative
offend,-1,negative
offending,-1,negative
offenses,-1,negative
offenses,-1,negative
offensive,-1,negative
offensive,-1,negative
offensive,-1,negative
offensively,-1,negative
offensiveness,-1,negative
officious,-1,negative
offset,1,positive
oh,0,neutral
okay,1,positive
okay,1,positive
olympic,0,neutral
ominous,-1,negative
ominously,-1,negative
omission,-1,negative
omit,-1,negative
one-side,-1,negative
one-sided,-1,negative
onerous,-1,negative
onerously,-1,negative
onslaught,-1,negative
onslaught,-1,negative
onward,1,positive
onward,1,positive
open,1,positive
openly,1,positive
open-ended,0,neutral
openness,1,positive
openness,1,positive
opinion,0,neutral
opinion,0,neutral
opinionated,-1,negative
opinions,0,neutral
opinions,0,neutral
opponent,-1,negative
opportune,1,positive
opportunity,1,positive
opportunistic,-1,negative
oppose,-1,negative
opposition,-1,negative
opposition,-1,negative
oppositions,-1,negative
oppositions,-1,negative
oppress,-1,negative
oppression,-1,negative
oppression,-1,negative
oppressive,-1,negative
oppressively,-1,negative
oppressiveness,-1,negative
oppressors,-1,negative
oppressors,-1,negative
optimal,1,positive
optimism,1,positive
optimistic,1,positive
opulent,1,positive
ordeal,-1,negative
orderly,1,positive
original,1,positive
originality,1,positive
orphan,-1,negative
orthodoxy,0,neutral
ostracize,-1,negative
ought,0,neutral
outbreak,-1,negative
outburst,-1,negative
outburst,-1,negative
outbursts,-1,negative
outbursts,-1,negative
outcast,-1,negative
outcry,-1,negative
outdated,-1,negative
outdo,1,positive
outgoing,1,positive
outlaw,-1,negative
outlook,0,neutral
outlook,0,neutral
outmoded,-1,negative
outrage,-1,negative
outrage,-1,negative
outraged,-1,negative
outrageous,-1,negative
outrageous,-1,negative
outrageously,-1,negative
outrageousness,-1,negative
outrages,-1,negative
outright,0,neutral
outshine,1,positive
outsider,-1,negative
outsmart,1,positive
outspoken,0,neutral
outspoken,0,neutral
outstanding,1,positive
outstandingly,1,positive
outstrip,1,positive
outwit,1,positive
ovation,1,positive
ovation,1,positive
over-acted,-1,negative
over-valuation,-1,negative
over-valuation,-1,negative
overachiever,1,positive
overact,-1,negative
overact,-1,negative
overacted,-1,negative
overawe,-1,negative
overbalance,-1,negative
overbalanced,-1,negative
overbearing,-1,negative
overbearingly,-1,negative
overblown,-1,negative
overcome,-1,negative
overdo,-1,negative
overdone,-1,negative
overdue,-1,negative
overemphasize,-1,negative
overjoyed,1,positive
overkill,-1,negative
overlook,-1,negative
overplay,-1,negative
overpower,-1,negative
overreach,-1,negative
overrun,-1,negative
overshadow,-1,negative
oversight,-1,negative
oversimplification,-1,negative
oversimplified,-1,negative
oversimplify,-1,negative
oversized,-1,negative
overstate,-1,negative
overstatement,-1,negative
overstatement,-1,negative
overstatements,-1,negative
overt,0,neutral
overtaxed,-1,negative
overthrow,-1,negative
overturn,-1,negative
overture,1,positive
overture,1,positive
overtures,0,neutral
overtures,0,neutral
overwhelm,-1,negative
overwhelming,-1,negative
overwhelmingly,-1,negative
overworked,-1,negative
overzealous,-1,negative
overzealously,-1,negative
pacifist,1,positive
pacifists,1,positive
pacifists,1,positive
pacify,0,neutral
pain,-1,negative
pain,-1,negative
pain,-1,negative
painful,-1,negative
painfully,-1,negative
painless,1,positive
painlessly,1,positive
pains,-1,negative
pains,-1,negative
painstaking,1,positive
painstakingly,1,positive
palatable,1,positive
palatial,1,positive
pale,-1,negative
pale,-1,negative
palliate,1,positive
paltry,-1,negative
pamper,1,positive
pan,-1,negative
pandemonium,-1,negative
panic,-1,negative
panic,-1,negative
panicky,-1,negative
paradise,1,positive
paradoxical,-1,negative
paradoxically,-1,negative
paralize,-1,negative
paralyzed,-1,negative
paramount,1,positive
paranoia,-1,negative
paranoid,-1,negative
parasite,-1,negative
pardon,1,positive
pariah,-1,negative
parody,-1,negative
partiality,-1,negative
partiality,-1,negative
particular,0,neutral
particularly,0,neutral
partisan,-1,negative
partisan,-1,negative
partisans,-1,negative
partisans,-1,negative
passe,-1,negative
passion,1,positive
passionate,1,positive
passionately,1,positive
passive,-1,negative
passive,-1,negative
passiveness,-1,negative
passiveness,-1,negative
pathetic,-1,negative
pathetically,-1,negative
patience,1,positive
patient,1,positive
patient,1,positive
patient,1,positive
patiently,1,positive
patriot,1,positive
patriotic,1,positive
patronize,-1,negative
paucity,-1,negative
paucity,-1,negative
pauper,-1,negative
paupers,-1,negative
paupers,-1,negative
payback,-1,negative
payback,-1,negative
peace,1,positive
peace,1,positive
peaceable,1,positive
peaceful,1,positive
peaceful,1,positive
peacefully,1,positive
peacekeepers,1,positive
peacekeepers,1,positive
peculiar,-1,negative
peculiarly,-1,negative
pedantic,-1,negative
pedestrian,-1,negative
peerless,1,positive
peeve,-1,negative
peeved,-1,negative
peevish,-1,negative
peevishly,-1,negative
penalize,-1,negative
penalty,-1,negative
penalty,-1,negative
penetrating,1,positive
penitent,1,positive
perceptions,0,neutral
perceptions,0,neutral
perceptive,1,positive
perfect,1,positive
perfect,1,positive
perfect,1,positive
perfection,1,positive
perfectly,1,positive
perfidious,-1,negative
perfidity,-1,negative
perfunctory,-1,negative
perfunctory,-1,negative
perhaps,0,neutral
peril,-1,negative
perilous,-1,negative
perilously,-1,negative
peripheral,-1,negative
perish,-1,negative
permissible,1,positive
pernicious,-1,negative
perplex,-1,negative
perplexed,-1,negative
perplexing,-1,negative
perplexity,-1,negative
persecute,-1,negative
persecution,-1,negative
persecution,-1,negative
perseverance,1,positive
persevere,1,positive
persistence,0,neutral
persistence,0,neutral
persistent,1,positive
persistent,1,positive
personages,1,positive
personages,1,positive
personality,1,positive
personality,1,positive
perspective,0,neutral
perspective,0,neutral
perspicuous,1,positive
perspicuously,1,positive
persuade,1,positive
persuasive,1,positive
persuasive,1,positive
persuasively,1,positive
pertinacious,-1,negative
pertinaciously,-1,negative
pertinacity,-1,negative
pertinent,1,positive
perturb,-1,negative
perturbed,-1,negative
pervasive,-1,negative
pervasive,-1,negative
perverse,-1,negative
perversely,-1,negative
perversion,-1,negative
perversity,-1,negative
pervert,-1,negative
perverted,-1,negative
pessimism,-1,negative
pessimistic,-1,negative
pessimistically,-1,negative
pest,-1,negative
pestilent,-1,negative
petrify,-1,negative
petrified,-1,negative
pettifog,-1,negative
petty,-1,negative
phenomenal,1,positive
phenomenally,1,positive
philosophize,0,neutral
phobia,-1,negative
phobic,-1,negative
phony,-1,negative
picky,-1,negative
picturesque,1,positive
piety,1,positive
pillage,-1,negative
pillar,1,positive
pillar,1,positive
pillory,-1,negative
pinch,-1,negative
pinch,-1,negative
pine,-1,negative
pinnacle,1,positive
pious,1,positive
pique,-1,negative
pithy,1,positive
pithy,1,positive
pitiable,-1,negative
pitiful,-1,negative
pitifully,-1,negative
pitiless,-1,negative
pitilessly,-1,negative
pittance,-1,negative
pity,-1,negative
pity,-1,negative
pivotal,0,neutral
placate,1,positive
placid,1,positive
plagiarize,-1,negative
plague,-1,negative
plague,-1,negative
plague,-1,negative
plain,1,positive
